source,target,weight
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Study on enhancing AIoT computational thinking skills by plot image-based VR,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Agentic neglect: Teachers as gatekeepers of England’s national computing curriculum,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Computational thinking integration patterns along the framework defining computational thinking from a disciplinary perspective,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,CTArcade: Computational thinking with games in school age children,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,An Effective Microlearning Approach Using Living Book to Promote Vocational Students' Computational Thinking,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Computational Thinking Is More about Thinking than Computing,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Developing Chinese Elementary School Students' Computational Thinking,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Algorithmic thinking: an initial characterization of computational thinking in mathematics,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Computational Thinking in Secondary Education: Where does it fit? A systematic literary review,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,"Computational Thinking, Between Papert and Wing",1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Main‐path analysis and path‐dependent transitions in HistCite™‐based historiograms,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Corporate Social Responsibility in the Light of Management Science – Bibliometric Analysis,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Computational thinking in higher education: A review of the literature,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Modeling and simulation practices for a computational thinking‐enabled engineering workforce,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,The effect of green roofs on the reduction of mortality due to heatwaves: Results from the application of a spatial microsimulation model to four European cities. Ecological Modelling,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,A bibliometric analysis of the graduate employability research trends,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Introduction to Computational Thinking with Scratch for Teacher Training for Spanish Primary School Teachers in Mathematics,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,The journal coverage of Web of Science and Scopus: a comparative analysis,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Bibliometric analysis of local wisdom-based learning: Direction for future history education research,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,A bibliometric analysis of global scientific research output on Gum Arabic,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Qualitative and descriptive research: Data type versus data analysis,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Setting up Virtual Reality and Augmented Reality Learning Environment in Unity,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Web-Based Virtual Reality Development in Classroom: From Learner's Perspectives,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,The Usefulness of Data from Web of Science and Scopus Databases for Analyzing the State of a Scientific Discipline. The Case of Library and Information Science,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,A bibliometric analysis of trust in the field of hospitality and tourism,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,A Critique of Technocentrism in Thinking About the School of the Future,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Leveraging Scratch4SL and Second Life to motivate high school students’ participation in introductory programming courses: findings from a case study,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Gamification with Scratch or App Inventor in Higher Education: A Systematic Review,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,The CTcube: A framework for the design and the assessment of computational thinking activities,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Green energy adoption and its determinants: A bibliometric analysis,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Additional Data: Mapping the Evolution of Computational Thinking in Education: A,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Factors affecting the frequency of citation of an article,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Scratch: Programming for Everyone Mitchel,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Bacteria primed by antimicrobial peptides develop tolerance and persist,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Combining Assessment Tools for a Comprehensive Evaluation of Computational Thinking Interventions,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Which cognitive abilities underlie computational thinking? Criterion validity of the Computational Thinking Test. Computers in Human Behavior,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Received citations as a main SEO factor of Google Scholar results ranking,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Bibliometric analysis of service innovation research: Identifying knowledge domain and global network of knowledge,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Bibliometric analysis of green marketing research from 1977 to 2020,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,The challenge of discovering the threshold concepts of medical research areas: A bibliometrics-based approach,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Integrating computational thinking with K-12 science education using agent-based computation: A theoretical framework,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Computing in the curriculum: Challenges and strategies from a teacher’s perspective,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Demystifying computational thinking,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,"The journal coverage of Web of Science, Scopus and Dimensions: A comparative analysis",1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Big Data and Data Science: Opportunities and Challenges of iSchools,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,"Comparison of Web of Science, Scopus and Dimensions Databases -KB Forschungspoolprojekt",1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,"Comparing learners' knowledge, behaviors, and attitudes between two instructional modes of computer programming in secondary education",1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Research trend on TPACK through bibliometric analysis (2015-2019),1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Assessing computational thinking: A systematic review of empirical studies,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Pedagogy and Processes for a Computer Programming Outreach Workshop—The Bridge to College Model,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Super Mario : a Collaborative Game for the Learning of Variables in Programming,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,"The Code4Lib Journal -Extracting, Augmenting, and Updating Metadata in Fedora 3 and 4 Using a Local OpenRefine Reconciliation Service",1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,An exploratory study of pre-service teachers' computational thinking and programming skills,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Visualizing Bibliometric Networks,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Investigating the emerging COVID-19 research trends in the field of business and management: A bibliometric analysis approach,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Computational thinking in compulsory education: Towards an agenda for research and practice,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,A smart local moving algorithm for large-scale modularity-based community detection,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Splash code -a board game for learning an understanding of algorithms in middle school,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Defining computational thinking for mathematics and science classrooms,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Computational thinking,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Computational thinking and thinking about computing,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,The Journal Buildings: A Bibliometric Analysis,1
Mapping_the_Evolution_of_Computational_Thinking_in_Education_A_Bibliometrics_Analysis_of_Scopus_Data.pdf,Let food be thy medicine and medicine be thy food: A bibliometric analysis of the most cited papers focusing on nutraceuticals and functional foods,1
